raw_text,source_url
Không sanh cũng không diệt,budsas.net
Không nhơ cũng không sạch,budsas.net
Không thêm cũng không bớt,budsas.net
Cho nên trong tánh không,budsas.net
"Không có sắc, thọ, tưởng",budsas.net
Cũng không có hành thức,budsas.net
"Không có nhãn, nhĩ, tỷ",budsas.net
"Thiệt, thân, ý (sáu căn)",budsas.net
"Không có sắc, thanh, hương",budsas.net
"Vị, xúc, pháp (sáu trần)",budsas.net
Không có mười tám giới,budsas.net
Không có hết vô minh,budsas.net
Cho đến không lão tử,budsas.net
Cũng không hết lão tử,budsas.net
"Không khổ, tập, diệt, đạo",budsas.net
Không trí cũng không đắc,budsas.net
Nương Diệu Pháp Trí Ðộ,budsas.net
Thì tâm không chướng ngại,budsas.net
Vì tâm không chướng ngại,budsas.net
Xa lià mọi vọng tưởng,budsas.net
Ðạt Niết Bàn tuyệt đối,budsas.net
Chư Bụt trong ba đời,budsas.net
Nên đắc vô thượng giác,budsas.net
Vậy nên phải biết rằng,budsas.net
Là linh chú đại thần,budsas.net
Là linh chú đại minh,budsas.net
Là linh chú vô thượng,budsas.net
Là linh chú tuyệt đỉnh,budsas.net
Có năng lực tiêu trừ,budsas.net
Cho nên tôi muốn thuyết,budsas.net
Liền đọc thần chú rằng:,budsas.net
(Ðây là một bài phổ thơ mà tôi học được từ một vị tu,budsas.net
sĩ thuộc hệ phái Khất Sĩ),budsas.net
Khi hành Bát Nhã Ba La,budsas.net
Ngài Quán Tự Tại soi ra tột cùng,budsas.net
Thấy ra năm uẩn đều Không,budsas.net
Bao nhiêu khổ ách khốn cùng độ qua,budsas.net
Nầy Xá Lợi Tử xét ra,budsas.net
"Không là sắc đó, sắc là không đây",budsas.net
Sắc cùng không chẳng khác sai,budsas.net
Không cùng sắc vẫn sánh tài như nhau,budsas.net
"Thọ, tưởng, hành, thức uẩn nào,",budsas.net
"Cũng như sắc uẩn ,một màu không không",budsas.net
Nầy Xá Lợi Tử ghi lòng,budsas.net
"Không không tướng ấy, đều không tướng hình",budsas.net
"Không tăng giảm, không trược thanh",budsas.net
"Cũng không diệt, cũng không sanh pháp đồng",budsas.net
Vậy nên trong cái chơn không,budsas.net
"Vốn không năm uẩn, cũng không sáu trần",budsas.net
"Mắt, tai, mũi, lưỡi, ý, thân",budsas.net
"Vị, hương, xúc, pháp, cùng phần sắc, thinh",budsas.net
Từ không giới hạn mắt nhìn,budsas.net
"Ðến không ý thức, vô minh cũng đồng",budsas.net
"Hết vô minh, cũng vẫn không",budsas.net
"Hết già, hết chết, cũng không có gì",budsas.net
"Không khổ, tập, diệt, đạo kia",budsas.net
Trí huệ chứng đắc cũng là không không,budsas.net
"Sở thành, sở đắc bởi không",budsas.net
Các vì Bồ Tát nương tùng huệ năng,budsas.net
Tâm không còn chút ngại ngăn,budsas.net
Nên không còn chút băng khoăng sợ gì,budsas.net
Ðảo điên mộng tưởng xa lìa,budsas.net
Niết Bàn mới đến bên kia bến bờ,budsas.net
"Ba đời chư Phật sau, xưa",budsas.net
Ðắc thành Chánh Giác cũng nhờ huệ năng,budsas.net
Trí huệ năng lực vô ngần,budsas.net
"Ðại Minh vô thượng, Ðại Thần cao siêu",budsas.net
Trí huệ năng lực có nhiều,budsas.net
Thật là thần chú trừ tiêu não phiền,budsas.net
Trí huệ năng lực vô biên,budsas.net
Dẫn đường giải thoát qua bên giác ngàn,budsas.net
Liền theo lời chú thuyết rằng:,budsas.net
Ðộ tha giác ngộ khắp trần chúng sanh.,budsas.net
"(Thích Tâm Thiện, Sài Gòn, 1998)",budsas.net
"nguồn mạch của Tuệ giác vô thượng (1), Người Tỉnh Thức",budsas.net
Bình Yên (2) soi sáng như thật rằng tự tịnh của năm hợp,budsas.net
"thể (3) đều là Không (4), liền thoát ly mọi khổ ách.",budsas.net
2. Này người con dòng,budsas.net
"Sari (5), hình thể chẳng khác chân không, chân không chẳng khác",budsas.net
"hình thể. Hình thể là chân không, chân không là hình thể.",budsas.net
"Cảm xúc (6), niệm tự (7) và tư duy (8) và ý thức (9) đều là",budsas.net
3. Này người con dòng,budsas.net
"Sari, tất cả hiện hữu được biểu thị là Không, nó không",budsas.net
"sanh, không diệt, không nhơ, không sạch, không tăng, không",budsas.net
"4. Vì thế, này người",budsas.net
"con dòng Sari, trong Không không có hình thể, không có cảm xúc,",budsas.net
"không có niệm lự, không có tư duy, không có ý thức (10); không",budsas.net
"có mắt, tai, mũi, lưỡi, thân và ý; không có hình thể, âm",budsas.net
"thanh, hương khí, mùi vị, xúc chạm (11) và hiện hữu (12). Không",budsas.net
"có đối đượng của mắt, cho đến không có đối tượng",budsas.net
"của ý thức; không có minh, không có vô minh (13), không có",budsas.net
"sự chấm dứt của minh, cũng không có sự chấm dứt của vô",budsas.net
"minh; cho đến, không có tuổi già và sự chết, cũng không có",budsas.net
"sự chấm dứt của tuổi già và sự chết; không có khổ đau,",budsas.net
"không có nguyên nhân của khổ đau, không có sự chấm dứt",budsas.net
khổ đau và không có con đuuờng đưa đến sự chấm dứt,budsas.net
khổ đau (14); không có tri giác (15) cũng không có sự thành,budsas.net
"tựu tri giác, vì chăng có quả vị của tri giác nào để thành",budsas.net
5. Người Tỉnh Thức Bình,budsas.net
"Yên, do sống an lành trong Tuệ giác vô thượng mà thoát ly",budsas.net
"tất cả chướng ngại. Và rằng, vì không có những chướng",budsas.net
ngại trong tâm nên không có sợ hãi và xa rời những cuồng,budsas.net
"si mộng tưởng, cứu cánh Niết bàn.",budsas.net
trong ba đời (16) đều nương tựa vào Tuệ giác vô thượng mà,budsas.net
thành tựu (17) chánh giác.,budsas.net
"rằng Tuệ giác vô thượng là sức thần (18) kỳ vĩ, là sức",budsas.net
"thần của trí tuệ vĩ đại, là sức thần cao tuyệt, là",budsas.net
"sức thần tối hậu, vô song, có thể trừ diệt tất cả",budsas.net
khổ đau. Sức thần thoắt sinh từ Tuệ giác vô thượng này,budsas.net
"là sự thật, là chân lý. Sức thần có năng lực tối thượng",budsas.net
đó được tuyên nói trong kinh Trái Tim Tuệ Giác Vô Thượng,budsas.net
"Ðã đi qua đến bờ bên kia, reo vui!""",budsas.net
(1) Trí tuệ Bát nhã (Prajnàpàramità).,budsas.net
"(2) Dịch từ ""Quán Tự Tại"" theo cách chiết tự.",budsas.net
(3) Năm tổ hợp hay năm uẩn (skandhas).,budsas.net
(4) Vô tự tính hay bản tính Không (Sunyata).,budsas.net
(5) Mẹ của Sariputa là người rất thông minh nên có hiệu là,budsas.net
"Sari. Trung Hoa dịch chữ Sariputa là Xá Lợi tử, nghĩa là, đứa",budsas.net
"con dòng Xá Lợi (Sari). Do đó, tác giả dịch là Người con dòng",budsas.net
"Sari, lối dịch này đã được sử dụng trong bản dịch",budsas.net
"""Kinh Ruột Tuệ Giác Siêu Việt"" của Thi Vũ, do HT. Trí",budsas.net
"Quang giới thiệu, xuất bản năm 1973, tại Paris.",budsas.net
"Bốn uẩn (hợp thể) này thuộc về tâm lý, sắc uẩn (hợp",budsas.net
thể vật chất) thuộc về vật lý.,budsas.net
"(10) Sắc, thọ, tưởng, hành, thức",budsas.net
"(11) Xúc (trong sắc, thanh, hương, vị, xúc, pháp).",budsas.net
(12) Hiện hữu đọc được dùng đồng nghĩa với pháp,budsas.net
"(13) Vô minh (ignorance), nguồn gốc của sự khổ đau.",budsas.net
"(14) Tứ đế (Khổ đế, Tập đế, Diệt đế, Ðạo đế).",budsas.net
(15) Tri giác (dịch từ Vô tri diệc vô đắc).,budsas.net
"(16) Ba đời: quá lhứ, hiện tại, vị lai.",budsas.net
(17) Thành tựu ở đây có nghĩa là đã giải thoát khỏi thế,budsas.net
"giới nhị nguyên, không còn phân biệt, đối đãi nhân-pháp,",budsas.net
(18) Còn được dịch là linh ngữ hay thần chú (mantra).,budsas.net
(cung cấp bởi: Laurence Cox -,budsas.net
", Trinity College, Dublin, Ireland)",budsas.net
"The Bodhisattva of Compassion,",budsas.net
"when he meditated deeply,",budsas.net
saw the emptiness of all five skandhas,budsas.net
and sundered the bonds that caused him suffering.,budsas.net
"form is no other than emptiness,",budsas.net
emptiness no other than form.,budsas.net
"Form is only emptiness,",budsas.net
emptiness only form.,budsas.net
"Feeling, thought and choice,",budsas.net
"consciousness itself,",budsas.net
are the same as this.,budsas.net
"All things are the primal void,",budsas.net
"which is not born or destroyed,",budsas.net
"nor is it stained or pure,",budsas.net
nor does it wax or wane.,budsas.net
"So, in emptiness, no form,",budsas.net
"no feeling, thought or choice,",budsas.net
nor is there consciousness.,budsas.net
"No eye, ear, nose, tongue, body, mind.",budsas.net
"No colour, sound, smell,",budsas.net
"taste, touch or what the mind takes hold of,",budsas.net
nor even act of sensing.,budsas.net
"No ignorance nor all that comes of it,",budsas.net
"no withering, no death,",budsas.net
"Nor is there pain, or cause of pain,",budsas.net
"or noble path to lead from pain,",budsas.net
nor even wisdom to attain.,budsas.net
Attainment too is emptiness!,budsas.net
"So know that the Bodhisattva,",budsas.net
holding to nothing whatever,budsas.net
"but dwelling in prajna wisdom,",budsas.net
"is freed from delusive hindrance,",budsas.net
"rid of the fears bred by it,",budsas.net
and reaches clearest Nirvana.,budsas.net
"All Buddhas of past and present,",budsas.net
"Buddhas of future time,",budsas.net
Using this prajna wisdom,budsas.net
Attain full and perfect enlightenment.,budsas.net
"Hear then the great dharani,",budsas.net
"the radiant peerless mantra,",budsas.net
"whose words allay all pain,",budsas.net
hear and believe its truth!,budsas.net
Gate Gate Paragate Parasamgate Bodhi Svaha,budsas.net
"(cung cấp bởi: Raja Hornstein,",budsas.net
GREAT WISDOM BEYOND WISDOM HEART SUTRA,budsas.net
"Avalokiteshvara Bodhisattva, when",budsas.net
"practicing deeply the Prajna Paramita, perceived that all five skandhas in",budsas.net
their own being are empty and was saved from all suffering.,budsas.net
"O Shariputra, form does not differ from",budsas.net
emptiness; emptiness does not differ from form. That which is form is,budsas.net
"emptiness; that which is emptiness form. The same is true of feelings,",budsas.net
"perceptions, formations, consciousness.",budsas.net
"O Shariputra, all dharmas are marked with",budsas.net
"emptiness. they do not appear nor disappear, are not tainted nor pure, do",budsas.net
"not increase nor decrease. Therefore in emptiness: no form, no feelings,",budsas.net
"no perceptions, no formations, no consciousness; no eyes, no ears, no",budsas.net
"nose, no tongue, no body, no mind; no color, no sound, no smell, no taste,",budsas.net
"no touch, no object of mind; no realm of eyes...until no realm of",budsas.net
mind-consciousness; no ignorance and also no extinction of it...until no,budsas.net
"old-age and death and also no extinction of it; no suffering, no",budsas.net
"origination, no stopping, no path, no cognition, also no attainment with",budsas.net
A bodhisattva depends on Prajna Paramita,budsas.net
and the mind is no hindrance. Without any hindrance no fears exist. Far,budsas.net
apart from every perverted view one dwells in nirvana. In the three worlds,budsas.net
all buddhas depend on Prajna Paramita and attain unsurpassed complete,budsas.net
"perfect enlightenment. Therefore, know the Prajna Paramita is the great",budsas.net
"transcendent mantra, is the great bright mantra, is the utmost mantra, is",budsas.net
the supreme mantra which is able to relieve all suffering and is true not,budsas.net
"false; so proclaim the Prajna Paramita mantra, proclaim the mantra that",budsas.net
Gate Gate Paragate Parasamgate Bodhi Svaha,budsas.net
"Avalokitesvara, from the deep course of Prajna wisdom, saw clearly that",budsas.net
all five skandhas were empty and sundered all bonds of suffering.,budsas.net
"Sariputra, know then: form",budsas.net
"does not differ from emptiness, nor does emptiness differ from form. Form",budsas.net
"is no other than emptiness, emptiness no other than form. The same is true",budsas.net
"of feelings, perceptions, impulses and consciousness.",budsas.net
"Sariputra, all dharmas are",budsas.net
"marked with emptiness. None are born or die, nor are they defiled or",budsas.net
"immaculate, nor do they wax or wane. Therefore, where there is emptiness,",budsas.net
"there is no form, no feeling, no perception, no impulse, nor is there",budsas.net
"consciousness. No eye, ear, nose, tongue, body, or mind. No color, sound,",budsas.net
"smell, taste, touch, or object of mind. There is no domain of sight nor",budsas.net
even domain of mind consciousness. There is no ignorance nor is there,budsas.net
"ceasing of ignorance. There is no withering, no death, nor is there",budsas.net
"ceasing of withering and death. There is no suffering, or cause of",budsas.net
"suffering, or cease in suffering, or path to lead from suffering. There is",budsas.net
"no cognition, nor even attainment.",budsas.net
"So know that the Bodhisattva,",budsas.net
indifferent to any kind of attainment whatsoever but dwelling in Prajna,budsas.net
"wisdom, is freed of any thought covering, get rid of the fear bred by it,",budsas.net
has overcome what can upset and in the end reaches utmost Nirvana. All,budsas.net
"Buddhas of past and present, and Buddhas of future time, through faith in",budsas.net
"Prajna wisdom, come to full and perfect Enlightenment.",budsas.net
"Therefore, one should know",budsas.net
"the Prajna paramita as the mantra of great knowledge, the miraculous, the",budsas.net
"utmost, the unequalled mantra, whose words relieve all suffering. This is",budsas.net
"highest wisdom, true beyond all doubt.",budsas.net
Know then and proclaim the,budsas.net
Prajna paramita mantra. It spells like this:,budsas.net
"Gate, gate, paragate,",budsas.net
"parasamgate, bodhi svaha!",budsas.net
"(Gone, gone, gone beyond, gone altogether beyond, Bodhi, rejoice!)",budsas.net
translation: Trúc Huy),budsas.net
l'Esprit de la Grande Vertu de Sagesse,budsas.net
Lorsque le Bodhisattva,budsas.net
"Avalokitesvara accomplit profondément la grande Vertu de Sagesse, il",budsas.net
considéra les cinq agrégats comme vides et traversa ainsi toutes les,budsas.net
souffrances et afflictions.,budsas.net
"Sariputra, les formes ne sont pas différentes",budsas.net
du vide. Le vide n'est pas différent des formes. Les formes ne sont rien,budsas.net
d'autre que le vide. Le vide n'est rien d'autre que les formes. Il en est,budsas.net
"de même des sensations, des perceptions, des formations mentales et de la",budsas.net
"Sariputra, tous ces dharma ont l'aspect du",budsas.net
vide. Ils ne naissent ni ne disparaissent. Ils ne sont ni souillés ni,budsas.net
"purs. Ils ne croissent ni ne décroissent. C'est pourquoi, dans le vide,",budsas.net
"il n'y a pas de forme, de sensation, de perception, de formation mentale",budsas.net
"ni de conscience. Il n'y a pas d'oeil, d'oreille, de nez, de langue, de",budsas.net
"corps ni de mental. Il n'y a pas de couleur, de son, d'odeur, de saveur,",budsas.net
de toucher ni d'objet de pensée. Il n'y a pas de domaine du visuel et,budsas.net
pour finir pas de domaine de la connaissance mentale. Il n'y a pas,budsas.net
"d'ignorance et pas plus de cessation de l'ignorance. Pour finir, il n'y a",budsas.net
"pas de vieillesse ni de mort, et pas plus de cessation de la vieillesse ni",budsas.net
"de la mort. Il n'y a pas de souffrance, d'origine, de cessation ni de",budsas.net
chemin. Il n'y a pas de connaissance ni même d'obtention.,budsas.net
"Comme il n'y a rien à obtenir, c'est",budsas.net
pourquoi les Bodhisattva s'appuient sur la vertu de sagesse. Leur esprit,budsas.net
"ne conna? pas d'entrave, ainsi ils n'ont pas de peur. En se libérant des",budsas.net
"erreurs et des égarements, ils atteignent enfin l'ultime Nirvana. Tous",budsas.net
"les Bouddhas du passé, du présent et du futur, en s'appuyant sur la",budsas.net
"vertu de sagesse, ont obtenu le suprême et parfait Éveil.",budsas.net
Aussi professe-t-on la vertu de sagesse.,budsas.net
"Par un grand mantra miraculeux, par un mantra de grande connaissance, par",budsas.net
"un mantra insurpassable, par un mantra sans égal. Il supprime toute",budsas.net
"souffrance, en vérité et sans fausseté.",budsas.net
Voilà donc le mantra qui proclame la,budsas.net
grande Vertu de Sagesse. Ce mantra dit:,budsas.net
"Gate, gate, paragate,",budsas.net
"parasamgate, bodhi svaha!",budsas.net
"(Allez, allez, allez au-delà, allez complètement au-delà, sur la rive",budsas.net
(Traduction francaise: Trúc Huy),budsas.net
last updated: 10-09-2002,budsas.net
